Subregion,Subregion_norm,NE_name,NE_name_norm,score,country,top_candidates
Katakwi,katakwi,Katakwi,katakwi,100,Uganda,"[{""candidate_NE_name"": ""Katakwi"", ""candidate_NE_name_norm"": ""katakwi"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Katavi"", ""candidate_NE_name_norm"": ""katavi"", ""score"": 77, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 68, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Kara"", ""candidate_NE_name_norm"": ""kara"", ""score"": 68, ""country"": ""Togo""}, {""candidate_NE_name"": ""Kasaï-Occidental"", ""candidate_NE_name_norm"": ""kasai-occidental"", ""score"": 60, ""country"": ""Democratic Republic of the Congo""}]"
Kayunga,kayunga,Kayunga,kayunga,100,Uganda,"[{""candidate_NE_name"": ""Kayunga"", ""candidate_NE_name_norm"": ""kayunga"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Kaduna"", ""candidate_NE_name_norm"": ""kaduna"", ""score"": 77, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Gao"", ""candidate_NE_name_norm"": ""gao"", ""score"": 72, ""country"": ""Mali""}, {""candidate_NE_name"": ""Kayanza"", ""candidate_NE_name_norm"": ""kayanza"", ""score"": 71, ""country"": ""Burundi""}, {""candidate_NE_name"": ""Katanga"", ""candidate_NE_name_norm"": ""katanga"", ""score"": 71, ""country"": ""Democratic Republic of the Congo""}]"
Kibaale,kibaale,Kibale,kibale,92,Uganda,"[{""candidate_NE_name"": ""Kibale"", ""candidate_NE_name_norm"": ""kibale"", ""score"": 92, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Balé"", ""candidate_NE_name_norm"": ""bale"", ""score"": 77, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Kabale"", ""candidate_NE_name_norm"": ""kabale"", ""score"": 77, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Ioba"", ""candidate_NE_name_norm"": ""ioba"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Kidal"", ""candidate_NE_name_norm"": ""kidal"", ""score"": 67, ""country"": ""Mali""}]"
Kiboga,kiboga,Kiboga,kiboga,100,Uganda,"[{""candidate_NE_name"": ""Kiboga"", ""candidate_NE_name_norm"": ""kiboga"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Gao"", ""candidate_NE_name_norm"": ""gao"", ""score"": 72, ""country"": ""Mali""}, {""candidate_NE_name"": ""Kigali City"", ""candidate_NE_name_norm"": ""kigali city"", ""score"": 72, ""country"": ""Rwanda""}, {""candidate_NE_name"": ""Bong"", ""candidate_NE_name_norm"": ""bong"", ""score"": 68, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Kigoma"", ""candidate_NE_name_norm"": ""kigoma"", ""score"": 67, ""country"": ""United Republic of Tanzania""}]"
Kiruhura,kiruhura,Guéra,guera,68,Chad,"[{""candidate_NE_name"": ""Guéra"", ""candidate_NE_name_norm"": ""guera"", ""score"": 68, ""country"": ""Chad""}, {""candidate_NE_name"": ""Kairouan"", ""candidate_NE_name_norm"": ""kairouan"", ""score"": 62, ""country"": ""Tunisia""}, {""candidate_NE_name"": ""Huíla"", ""candidate_NE_name_norm"": ""huila"", ""score"": 60, ""country"": ""Angola""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 60, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Oran"", ""candidate_NE_name_norm"": ""oran"", ""score"": 60, ""country"": ""Algeria""}]"
Kisoro,kisoro,Kisoro,kisoro,100,Uganda,"[{""candidate_NE_name"": ""Kisoro"", ""candidate_NE_name_norm"": ""kisoro"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Koulikoro"", ""candidate_NE_name_norm"": ""koulikoro"", ""score"": 72, ""country"": ""Mali""}, {""candidate_NE_name"": ""Sourou"", ""candidate_NE_name_norm"": ""sourou"", ""score"": 67, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Kaliro"", ""candidate_NE_name_norm"": ""kaliro"", ""score"": 67, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Soroti"", ""candidate_NE_name_norm"": ""soroti"", ""score"": 67, ""country"": ""Uganda""}]"
Kitgum,kitgum,Kitgum,kitgum,100,Uganda,"[{""candidate_NE_name"": ""Kitgum"", ""candidate_NE_name_norm"": ""kitgum"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Kigoma"", ""candidate_NE_name_norm"": ""kigoma"", ""score"": 67, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Soum"", ""candidate_NE_name_norm"": ""soum"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Tuy"", ""candidate_NE_name_norm"": ""tuy"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Kogi"", ""candidate_NE_name_norm"": ""kogi"", ""score"": 60, ""country"": ""Nigeria""}]"
Koboko,koboko,Koboko,koboko,100,Uganda,"[{""candidate_NE_name"": ""Koboko"", ""candidate_NE_name_norm"": ""koboko"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Obock"", ""candidate_NE_name_norm"": ""obock"", ""score"": 73, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Boke"", ""candidate_NE_name_norm"": ""boke"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Borkou"", ""candidate_NE_name_norm"": ""borkou"", ""score"": 67, ""country"": ""Chad""}, {""candidate_NE_name"": ""Bioko Norte"", ""candidate_NE_name_norm"": ""bioko norte"", ""score"": 65, ""country"": ""Equatorial Guinea""}]"
Kotido,kotido,Kotido,kotido,100,Uganda,"[{""candidate_NE_name"": ""Kotido"", ""candidate_NE_name_norm"": ""kotido"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Edo"", ""candidate_NE_name_norm"": ""edo"", ""score"": 72, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Kogi"", ""candidate_NE_name_norm"": ""kogi"", ""score"": 68, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Oio"", ""candidate_NE_name_norm"": ""oio"", ""score"": 67, ""country"": ""Guinea Bissau""}, {""candidate_NE_name"": ""Sokoto"", ""candidate_NE_name_norm"": ""sokoto"", ""score"": 67, ""country"": ""Nigeria""}]"
Kumi,kumi,Kumi,kumi,100,Uganda,"[{""candidate_NE_name"": ""Kumi"", ""candidate_NE_name_norm"": ""kumi"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Noumbiel"", ""candidate_NE_name_norm"": ""noumbiel"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Kouilou"", ""candidate_NE_name_norm"": ""kouilou"", ""score"": 68, ""country"": ""Republic of the Congo""}, {""candidate_NE_name"": ""Lékoumou"", ""candidate_NE_name_norm"": ""lekoumou"", ""score"": 68, ""country"": ""Republic of the Congo""}, {""candidate_NE_name"": ""Kusini-Pemba"", ""candidate_NE_name_norm"": ""kusini-pemba"", ""score"": 68, ""country"": ""United Republic of Tanzania""}]"
Kyenjojo,kyenjojo,Kyenjojo,kyenjojo,100,Uganda,"[{""candidate_NE_name"": ""Kyenjojo"", ""candidate_NE_name_norm"": ""kyenjojo"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Séno"", ""candidate_NE_name_norm"": ""seno"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Kayes"", ""candidate_NE_name_norm"": ""kayes"", ""score"": 68, ""country"": ""Mali""}, {""candidate_NE_name"": ""Neno"", ""candidate_NE_name_norm"": ""neno"", ""score"": 68, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Oio"", ""candidate_NE_name_norm"": ""oio"", ""score"": 60, ""country"": ""Guinea Bissau""}]"
Lira,lira,Lira,lira,100,Uganda,"[{""candidate_NE_name"": ""Lira"", ""candidate_NE_name_norm"": ""lira"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Bouira"", ""candidate_NE_name_norm"": ""bouira"", ""score"": 77, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Gezira"", ""candidate_NE_name_norm"": ""gezira"", ""score"": 77, ""country"": ""Sudan""}, {""candidate_NE_name"": ""Wadi Fira"", ""candidate_NE_name_norm"": ""wadi fira"", ""score"": 77, ""country"": ""Chad""}, {""candidate_NE_name"": ""Ribeira Brava"", ""candidate_NE_name_norm"": ""ribeira brava"", ""score"": 73, ""country"": ""Cape Verde""}]"
Luweero,luweero,Luweero,luweero,100,Uganda,"[{""candidate_NE_name"": ""Luweero"", ""candidate_NE_name_norm"": ""luweero"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Lwengo"", ""candidate_NE_name_norm"": ""lwengo"", ""score"": 62, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Ziro"", ""candidate_NE_name_norm"": ""ziro"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Lower River"", ""candidate_NE_name_norm"": ""lower river"", ""score"": 60, ""country"": ""Gambia""}, {""candidate_NE_name"": ""Edo"", ""candidate_NE_name_norm"": ""edo"", ""score"": 60, ""country"": ""Nigeria""}]"
Manafwa,manafwa,Manafwa,manafwa,100,Uganda,"[{""candidate_NE_name"": ""Manafwa"", ""candidate_NE_name_norm"": ""manafwa"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Manyara"", ""candidate_NE_name_norm"": ""manyara"", ""score"": 71, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Afar"", ""candidate_NE_name_norm"": ""afar"", ""score"": 68, ""country"": ""Ethiopia""}, {""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 68, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Banwa"", ""candidate_NE_name_norm"": ""banwa"", ""score"": 67, ""country"": ""Burkina Faso""}]"
Masaka,masaka,Masaka,masaka,100,Uganda,"[{""candidate_NE_name"": ""Masaka"", ""candidate_NE_name_norm"": ""masaka"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Mascara"", ""candidate_NE_name_norm"": ""mascara"", ""score"": 77, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Guidimaka"", ""candidate_NE_name_norm"": ""guidimaka"", ""score"": 72, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Sava"", ""candidate_NE_name_norm"": ""sava"", ""score"": 68, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 68, ""country"": ""United Republic of Tanzania""}]"
Masindi,masindi,Masindi,masindi,100,Uganda,"[{""candidate_NE_name"": ""Masindi"", ""candidate_NE_name_norm"": ""masindi"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Manzini"", ""candidate_NE_name_norm"": ""manzini"", ""score"": 71, ""country"": ""Swaziland""}, {""candidate_NE_name"": ""Maio"", ""candidate_NE_name_norm"": ""maio"", ""score"": 68, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Mali"", ""candidate_NE_name_norm"": ""mali"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Mandiana"", ""candidate_NE_name_norm"": ""mandiana"", ""score"": 67, ""country"": ""Guinea""}]"
Mayuge,mayuge,Mayuge,mayuge,100,Uganda,"[{""candidate_NE_name"": ""Mayuge"", ""candidate_NE_name_norm"": ""mayuge"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Uíge"", ""candidate_NE_name_norm"": ""uige"", ""score"": 77, ""country"": ""Angola""}, {""candidate_NE_name"": ""Kayunga"", ""candidate_NE_name_norm"": ""kayunga"", ""score"": 62, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Maio"", ""candidate_NE_name_norm"": ""maio"", ""score"": 60, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Mila"", ""candidate_NE_name_norm"": ""mila"", ""score"": 60, ""country"": ""Algeria""}]"
Mbale,mbale,Mbale,mbale,100,Uganda,"[{""candidate_NE_name"": ""Mbale"", ""candidate_NE_name_norm"": ""mbale"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Balé"", ""candidate_NE_name_norm"": ""bale"", ""score"": 89, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Kibale"", ""candidate_NE_name_norm"": ""kibale"", ""score"": 73, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Kabale"", ""candidate_NE_name_norm"": ""kabale"", ""score"": 73, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Sangha-Mbaéré"", ""candidate_NE_name_norm"": ""sangha-mbaere"", ""score"": 72, ""country"": ""Central African Republic""}]"
Mbarara,mbarara,Mbarara,mbarara,100,Uganda,"[{""candidate_NE_name"": ""Mbarara"", ""candidate_NE_name_norm"": ""mbarara"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Mbarara"", ""candidate_NE_name_norm"": ""mbarara"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 77, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Kara"", ""candidate_NE_name_norm"": ""kara"", ""score"": 77, ""country"": ""Togo""}, {""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 77, ""country"": ""United Republic of Tanzania""}]"
Mityana,mityana,Mityana,mityana,100,Uganda,"[{""candidate_NE_name"": ""Mityana"", ""candidate_NE_name_norm"": ""mityana"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Pita"", ""candidate_NE_name_norm"": ""pita"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Mandiana"", ""candidate_NE_name_norm"": ""mandiana"", ""score"": 67, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Diana"", ""candidate_NE_name_norm"": ""diana"", ""score"": 67, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Tanga"", ""candidate_NE_name_norm"": ""tanga"", ""score"": 67, ""country"": ""United Republic of Tanzania""}]"
Moroto,moroto,Moroto,moroto,100,Uganda,"[{""candidate_NE_name"": ""Moroto"", ""candidate_NE_name_norm"": ""moroto"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Imo"", ""candidate_NE_name_norm"": ""imo"", ""score"": 72, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Morogoro"", ""candidate_NE_name_norm"": ""morogoro"", ""score"": 71, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Porto Novo"", ""candidate_NE_name_norm"": ""porto novo"", ""score"": 68, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Mono"", ""candidate_NE_name_norm"": ""mono"", ""score"": 68, ""country"": ""Benin""}]"
Moyo,moyo,Moyo,moyo,100,Uganda,"[{""candidate_NE_name"": ""Moyo"", ""candidate_NE_name_norm"": ""moyo"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Oyo"", ""candidate_NE_name_norm"": ""oyo"", ""score"": 86, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Moyen-Ogooué"", ""candidate_NE_name_norm"": ""moyen-ogooue"", ""score"": 77, ""country"": ""Gabon""}, {""candidate_NE_name"": ""Moyen-Chari"", ""candidate_NE_name_norm"": ""moyen-chari"", ""score"": 77, ""country"": ""Chad""}, {""candidate_NE_name"": ""Mono"", ""candidate_NE_name_norm"": ""mono"", ""score"": 75, ""country"": ""Benin""}]"
Mpigi,mpigi,Mpigi,mpigi,100,Uganda,"[{""candidate_NE_name"": ""Mpigi"", ""candidate_NE_name_norm"": ""mpigi"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""São Miguel"", ""candidate_NE_name_norm"": ""sao miguel"", ""score"": 64, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Mopti"", ""candidate_NE_name_norm"": ""mopti"", ""score"": 60, ""country"": ""Mali""}, {""candidate_NE_name"": ""Kompienga"", ""candidate_NE_name_norm"": ""kompienga"", ""score"": 57, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Ruyigi"", ""candidate_NE_name_norm"": ""ruyigi"", ""score"": 55, ""country"": ""Burundi""}]"
Mubende,mubende,Mubende,mubende,100,Uganda,"[{""candidate_NE_name"": ""Mubende"", ""candidate_NE_name_norm"": ""mubende"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Buyende"", ""candidate_NE_name_norm"": ""buyende"", ""score"": 71, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Médéa"", ""candidate_NE_name_norm"": ""medea"", ""score"": 67, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Benue"", ""candidate_NE_name_norm"": ""benue"", ""score"": 67, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Ouham-Pendé"", ""candidate_NE_name_norm"": ""ouham-pende"", ""score"": 65, ""country"": ""Central African Republic""}]"
Mukono,mukono,Mukono,mukono,100,Uganda,"[{""candidate_NE_name"": ""Mukono"", ""candidate_NE_name_norm"": ""mukono"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Mono"", ""candidate_NE_name_norm"": ""mono"", ""score"": 80, ""country"": ""Benin""}, {""candidate_NE_name"": ""Ondo"", ""candidate_NE_name_norm"": ""ondo"", ""score"": 77, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Kano"", ""candidate_NE_name_norm"": ""kano"", ""score"": 68, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""São Salvador do Mundo"", ""candidate_NE_name_norm"": ""sao salvador do mundo"", ""score"": 65, ""country"": ""Cape Verde""}]"
Nakapiripirit,nakapiripirit,Nakapiripirit,nakapiripirit,100,Uganda,"[{""candidate_NE_name"": ""Nakapiripirit"", ""candidate_NE_name_norm"": ""nakapiripirit"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Rakai"", ""candidate_NE_name_norm"": ""rakai"", ""score"": 72, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Napak"", ""candidate_NE_name_norm"": ""napak"", ""score"": 68, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Caprivi"", ""candidate_NE_name_norm"": ""caprivi"", ""score"": 64, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Karuzi"", ""candidate_NE_name_norm"": ""karuzi"", ""score"": 60, ""country"": ""Burundi""}]"
Nakaseke,nakaseke,Nakaseke,nakaseke,100,Uganda,"[{""candidate_NE_name"": ""Nakaseke"", ""candidate_NE_name_norm"": ""nakaseke"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Kasese"", ""candidate_NE_name_norm"": ""kasese"", ""score"": 71, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Napak"", ""candidate_NE_name_norm"": ""napak"", ""score"": 68, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Kémo"", ""candidate_NE_name_norm"": ""kemo"", ""score"": 60, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Ouaka"", ""candidate_NE_name_norm"": ""ouaka"", ""score"": 60, ""country"": ""Central African Republic""}]"
Nakasongola,nakasongola,Nakasongola,nakasongola,100,Uganda,"[{""candidate_NE_name"": ""Nakasongola"", ""candidate_NE_name_norm"": ""nakasongola"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Lola"", ""candidate_NE_name_norm"": ""lola"", ""score"": 77, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 72, ""country"": ""Chad""}, {""candidate_NE_name"": ""Ngora"", ""candidate_NE_name_norm"": ""ngora"", ""score"": 72, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Mono"", ""candidate_NE_name_norm"": ""mono"", ""score"": 68, ""country"": ""Benin""}]"
Nebbi,nebbi,Nebbi,nebbi,100,Uganda,"[{""candidate_NE_name"": ""Nebbi"", ""candidate_NE_name_norm"": ""nebbi"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Kebbi"", ""candidate_NE_name_norm"": ""kebbi"", ""score"": 80, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Mayo-Kebbi Est"", ""candidate_NE_name_norm"": ""mayo-kebbi est"", ""score"": 76, ""country"": ""Chad""}, {""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 72, ""country"": ""Angola""}, {""candidate_NE_name"": ""Mayo-Kebbi Ouest"", ""candidate_NE_name_norm"": ""mayo-kebbi ouest"", ""score"": 72, ""country"": ""Chad""}]"
Ntungamo,ntungamo,Ntungamo,ntungamo,100,Uganda,"[{""candidate_NE_name"": ""Ntungamo"", ""candidate_NE_name_norm"": ""ntungamo"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Imo"", ""candidate_NE_name_norm"": ""imo"", ""score"": 72, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Tanga"", ""candidate_NE_name_norm"": ""tanga"", ""score"": 72, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Mamou"", ""candidate_NE_name_norm"": ""mamou"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Lamwo"", ""candidate_NE_name_norm"": ""lamwo"", ""score"": 68, ""country"": ""Uganda""}]"
Pader,pader,Pader,pader,100,Uganda,"[{""candidate_NE_name"": ""Pader"", ""candidate_NE_name_norm"": ""pader"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Hadjer-Lamis"", ""candidate_NE_name_norm"": ""hadjer-lamis"", ""score"": 72, ""country"": ""Chad""}, {""candidate_NE_name"": ""Rabat - Salé - Zemmour - Zaer"", ""candidate_NE_name_norm"": ""rabat - sale - zemmour - zaer"", ""score"": 68, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Upper East"", ""candidate_NE_name_norm"": ""upper east"", ""score"": 64, ""country"": ""Ghana""}, {""candidate_NE_name"": ""Upper River"", ""candidate_NE_name_norm"": ""upper river"", ""score"": 64, ""country"": ""Gambia""}]"
Pallisa,pallisa,Pallisa,pallisa,100,Uganda,"[{""candidate_NE_name"": ""Pallisa"", ""candidate_NE_name_norm"": ""pallisa"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Paul"", ""candidate_NE_name_norm"": ""paul"", ""score"": 77, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Sal"", ""candidate_NE_name_norm"": ""sal"", ""score"": 72, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Mali"", ""candidate_NE_name_norm"": ""mali"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Lira"", ""candidate_NE_name_norm"": ""lira"", ""score"": 68, ""country"": ""Uganda""}]"
Rakai,rakai,Rakai,rakai,100,Uganda,"[{""candidate_NE_name"": ""Rakai"", ""candidate_NE_name_norm"": ""rakai"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Brakna"", ""candidate_NE_name_norm"": ""brakna"", ""score"": 73, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Kaberamaido"", ""candidate_NE_name_norm"": ""kaberamaido"", ""score"": 72, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Nakapiripirit"", ""candidate_NE_name_norm"": ""nakapiripirit"", ""score"": 72, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Gash Barka"", ""candidate_NE_name_norm"": ""gash barka"", ""score"": 68, ""country"": ""Eritrea""}]"
Rukungiri,rukungiri,Rukungiri,rukungiri,100,Uganda,"[{""candidate_NE_name"": ""Rukungiri"", ""candidate_NE_name_norm"": ""rukungiri"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Bugiri"", ""candidate_NE_name_norm"": ""bugiri"", ""score"": 75, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Niari"", ""candidate_NE_name_norm"": ""niari"", ""score"": 72, ""country"": ""Republic of the Congo""}, {""candidate_NE_name"": ""Rukwa"", ""candidate_NE_name_norm"": ""rukwa"", ""score"": 68, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Fria"", ""candidate_NE_name_norm"": ""fria"", ""score"": 60, ""country"": ""Guinea""}]"
Sembabule,sembabule,Sembabule,sembabule,100,Uganda,"[{""candidate_NE_name"": ""Sembabule"", ""candidate_NE_name_norm"": ""sembabule"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Mbale"", ""candidate_NE_name_norm"": ""mbale"", ""score"": 71, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Balé"", ""candidate_NE_name_norm"": ""bale"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Paul"", ""candidate_NE_name_norm"": ""paul"", ""score"": 68, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Gabú"", ""candidate_NE_name_norm"": ""gabu"", ""score"": 68, ""country"": ""Guinea Bissau""}]"
Sironko,sironko,Sironko,sironko,100,Uganda,"[{""candidate_NE_name"": ""Sironko"", ""candidate_NE_name_norm"": ""sironko"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Mono"", ""candidate_NE_name_norm"": ""mono"", ""score"": 68, ""country"": ""Benin""}, {""candidate_NE_name"": ""Ziro"", ""candidate_NE_name_norm"": ""ziro"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Ondo"", ""candidate_NE_name_norm"": ""ondo"", ""score"": 68, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Sinoe"", ""candidate_NE_name_norm"": ""sinoe"", ""score"": 67, ""country"": ""Liberia""}]"
Soroti,soroti,Soroti,soroti,100,Uganda,"[{""candidate_NE_name"": ""Soroti"", ""candidate_NE_name_norm"": ""soroti"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Sourou"", ""candidate_NE_name_norm"": ""sourou"", ""score"": 67, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Sokoto"", ""candidate_NE_name_norm"": ""sokoto"", ""score"": 67, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Moroto"", ""candidate_NE_name_norm"": ""moroto"", ""score"": 67, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Kisoro"", ""candidate_NE_name_norm"": ""kisoro"", ""score"": 67, ""country"": ""Uganda""}]"
Tororo,tororo,Tororo,tororo,100,Uganda,"[{""candidate_NE_name"": ""Tororo"", ""candidate_NE_name_norm"": ""tororo"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Ntoroko"", ""candidate_NE_name_norm"": ""ntoroko"", ""score"": 77, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Morogoro"", ""candidate_NE_name_norm"": ""morogoro"", ""score"": 71, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Moroto"", ""candidate_NE_name_norm"": ""moroto"", ""score"": 67, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Ziro"", ""candidate_NE_name_norm"": ""ziro"", ""score"": 60, ""country"": ""Burkina Faso""}]"
